OrderID,OrderDate,Region,Category,PaymentMethod,Quantity,UnitPrice,Revenue,CustomerAge
ORD1061,2025-05-24,East,Electronics,Cash,9,174.23,1568.07,45
ORD1251,2025-11-03,West,Clothing,Cash,2,261.82,656.74,54
ORD1125,2025-05-30,North,Furniture,Cash,8,448.9,3591.2,20
ORD1587,2025-10-11,North,Electronics,Credit Card,4,468.45,1873.8,26
ORD1459,2025-05-02,North,Toys,Upi,5,239.63,1198.15,23
ORD1201,2025-03-14,East,Electronics,Credit Card,8,66.6,532.8,54
ORD1347,2025-03-19,North,Electronics,Credit Card,7,25.77,180.39,67
ORD1508,2025-01-13,North,Electronics,Cash,6,260.35,1562.1,61
ORD1562,2025-03-11,South,Furniture,Debit Card,5,428.99,2144.95,66
ORD1407,2025-03-17,West,Clothing,Credit Card,8,48.15,385.2,50
ORD1067,2025-06-12,West,Electronics,Credit Card,3,411.22,1233.66,29
ORD1024,2025-09-16,East,Grocery,Credit Card,5,347.76,1738.8,59
ORD1500,2025-04-04,North,Toys,Debit Card,3,319.0,957.0,54
ORD1105,2025-07-11,West,Clothing,Cash,2,297.01,594.02,47
ORD1126,2025-08-31,East,Toys,Debit Card,5,60.46,483.68,19
ORD1553,2025-08-27,North,Toys,Credit Card,7,306.77,2147.39,47
ORD1334,2025-08-01,North,Clothing,Credit Card,4,188.85,755.4,66
ORD1491,2025-04-29,East,Clothing,Upi,8,316.63,2533.04,28
ORD1178,2025-01-27,North,Grocery,Upi,9,249.67,2247.03,27
ORD1552,2025-06-28,South,Furniture,Debit Card,6,367.2,2203.2,53
ORD1570,2025-04-24,East,Electronics,Cash,2,127.52,255.04,25
ORD1135,2025-11-30,North,Grocery,Credit Card,2,94.71,189.42,52
ORD1223,2025-08-21,South,Furniture,Debit Card,5,55.74,278.7,21
ORD1573,2025-04-28,East,Electronics,Cash,2,219.22,438.44,36
ORD1517,2025-02-14,South,Grocery,Debit Card,8,37.52,300.16,58
ORD1093,2025-07-20,North,Toys,Debit Card,3,412.16,1236.48,35
ORD1501,2025-10-25,North,Toys,Cash,7,252.7,1768.9,58
ORD1069,2025-02-04,East,Electronics,Upi,8,195.77,1566.16,27
ORD1036,2025-01-02,North,Furniture,Credit Card,5,441.9,2209.5,26
ORD1296,2025-06-03,East,Toys,Debit Card,2,367.32,734.64,53
ORD1160,2025-11-14,South,Toys,Credit Card,8,295.79,2366.32,18
ORD1362,2025-08-31,East,Grocery,Credit Card,4,195.76,783.04,21
ORD1011,2025-08-01,North,Clothing,Credit Card,8,181.59,1452.72,43
ORD1144,2025-09-11,West,Clothing,Upi,5,439.0,2195.0,50
ORD1405,2025-09-22,West,Clothing,Cash,3,380.99,1142.97,28
ORD1518,2025-06-06,South,Clothing,Debit Card,7,337.46,2362.22,21
ORD1127,2025-08-08,East,Furniture,Cash,6,132.66,795.96,55
ORD1470,2025-07-03,West,Electronics,Cash,6,78.65,471.9,36
ORD1302,2025-08-29,East,Furniture,Cash,3,303.59,910.77,55
ORD1009,2025-02-23,South,Furniture,Cash,2,388.69,777.38,51
ORD1176,2025-11-22,South,Toys,Upi,4,251.55,1006.2,51
ORD1231,2025-04-02,North,Toys,Credit Card,4,201.81,807.24,22
ORD1210,2025-01-29,North,Grocery,Credit Card,2,431.75,863.5,26
ORD1128,2025-03-03,North,Clothing,Cash,8,240.93,1927.44,62
ORD1143,2025-06-06,South,Electronics,Credit Card,5,390.39,1951.95,50
ORD1241,2025-06-09,East,Furniture,Debit Card,1,282.03,282.03,49
ORD1007,2025-02-22,South,Furniture,Debit Card,7,306.95,2148.65,25
ORD1298,2025-08-30,North,Electronics,Cash,5,239.08,478.16,38
ORD1310,2025-05-25,West,Furniture,Cash,7,261.82,1418.62,57
ORD1254,2025-10-20,West,Furniture,Debit Card,4,254.9,1019.6,67
ORD1428,2025-04-03,South,Toys,Cash,6,297.89,1787.34,46
ORD1532,2025-09-02,South,Clothing,Credit Card,8,387.68,3101.44,53
ORD1575,2025-03-25,South,Grocery,Cash,8,495.23,3961.84,41
ORD1008,2025-02-04,South,Electronics,Debit Card,2,332.95,665.9,19
ORD1156,2025-06-29,South,Electronics,Credit Card,1,391.35,391.35,60
ORD1027,2025-04-11,North,Electronics,Cash,1,488.42,488.42,45
ORD1436,2025-12-29,South,Electronics,Credit Card,8,48.11,384.88,58
ORD1266,2025-10-11,North,Grocery,Credit Card,5,269.09,1345.45,66
ORD1314,2025-12-27,North,Clothing,Cash,9,279.13,2512.17,28
ORD1064,2025-01-23,South,Clothing,Cash,5,443.91,2219.55,69
ORD1482,2025-02-04,South,Electronics,Upi,4,206.52,826.08,55
ORD1255,2025-06-26,East,Electronics,Debit Card,5,200.78,1003.9,53
ORD1472,2025-04-12,East,Electronics,Cash,8,223.41,1787.28,44
ORD1153,2025-05-29,East,Electronics,Credit Card,9,106.76,960.84,43
ORD1048,2025-06-10,East,Electronics,Credit Card,6,349.53,2097.18,57
ORD1208,2025-08-04,East,Grocery,Cash,8,375.2,3001.6,42
ORD1468,2025-05-27,East,Grocery,Credit Card,2,362.46,724.92,62
ORD1287,2025-01-21,North,Grocery,Credit Card,9,329.07,2961.63,68
ORD1001,2025-05-02,East,Grocery,Cash,8,170.19,1361.52,57
ORD1427,2025-10-28,East,Furniture,Cash,5,173.7,1563.3,69
ORD1341,2025-12-09,North,Grocery,Credit Card,1,224.42,224.42,25
ORD1269,2025-09-02,East,Toys,Credit Card,1,294.41,294.41,29
ORD1265,2025-09-21,East,Furniture,Credit Card,9,87.69,789.21,37
ORD1556,2025-08-29,East,Clothing,Upi,2,391.41,782.82,26
ORD1520,2025-01-28,South,Electronics,Credit Card,7,74.7,522.9,43
ORD1368,2025-07-30,South,Toys,Debit Card,6,108.87,653.22,53
ORD1095,2025-01-05,East,Electronics,Cash,1,242.78,242.78,64
ORD1590,2025-09-01,East,Toys,Credit Card,4,220.03,880.12,26
ORD1352,2025-05-02,South,Electronics,Debit Card,9,274.29,2468.61,38
ORD1042,2025-07-14,North,Electronics,Debit Card,3,319.98,959.94,39
ORD1361,2025-01-14,North,Clothing,Credit Card,9,340.8,3067.2,33
ORD1471,2025-06-03,West,Furniture,Debit Card,6,296.42,1778.52,43
ORD1116,2025-01-08,North,Grocery,Credit Card,4,108.63,434.52,39
ORD1424,2025-02-04,East,Clothing,Credit Card,5,36.5,182.5,37
ORD1045,2025-05-27,West,Grocery,Credit Card,1,497.3,497.3,47
ORD1161,2025-03-19,East,Clothing,Upi,6,223.18,1339.08,67
ORD1542,2025-04-26,East,Clothing,Cash,9,24.27,218.43,18
ORD1117,2025-01-14,South,Furniture,Cash,5,361.66,2893.28,43
ORD1288,2025-09-28,West,Toys,Credit Card,6,101.31,607.86,31
ORD1077,2025-02-21,North,Clothing,Credit Card,5,150.14,750.7,42
ORD1546,2025-12-28,West,Clothing,Debit Card,8,97.14,777.12,43
ORD1389,2025-04-22,North,Clothing,Upi,2,431.68,863.36,68
ORD1412,2025-07-10,North,Grocery,Credit Card,5,207.11,1035.55,69
ORD1063,2025-08-06,South,Toys,Debit Card,1,235.01,235.01,54
ORD1338,2025-04-30,North,Electronics,Credit Card,2,221.61,443.22,46
ORD1315,2025-11-19,West,Electronics,Debit Card,2,260.26,520.52,52
ORD1299,2025-05-30,North,Grocery,Debit Card,5,275.62,1929.34,27
ORD1399,2025-02-09,South,Electronics,Debit Card,1,21.52,21.52,25
ORD1230,2025-03-25,South,Grocery,Cash,3,475.68,1427.04,61
ORD1297,2025-03-01,East,Clothing,Credit Card,2,384.49,768.98,27
ORD1186,2025-04-12,South,Furniture,Cash,5,50.33,251.65,66
ORD1503,2025-01-13,South,Electronics,Credit Card,4,425.92,1703.68,33
ORD1199,2025-03-06,South,Electronics,Cash,8,147.18,1177.44,21
ORD1420,2025-04-30,South,Toys,Credit Card,4,52.78,211.12,47
ORD1365,2025-01-20,North,Furniture,Credit Card,3,37.1,111.3,43
ORD1510,2025-12-03,West,Clothing,Cash,9,369.42,3324.78,55
ORD1396,2025-09-25,South,Furniture,Debit Card,9,290.91,2618.19,38
ORD1121,2025-01-25,North,Toys,Debit Card,9,341.16,3070.44,20
ORD1593,2025-02-16,East,Electronics,Credit Card,5,43.19,215.95,51
ORD1247,2025-11-14,West,Grocery,Cash,4,278.74,1114.96,23
ORD1307,2025-12-08,South,Clothing,Debit Card,2,184.66,369.32,52
ORD1589,2025-04-16,South,Electronics,Upi,2,261.82,745.4,67
ORD1476,2025-12-18,East,Grocery,Cash,5,257.66,1288.3,63
ORD1363,2025-01-20,South,Grocery,Upi,5,333.21,1666.05,57
ORD1158,2025-03-25,North,Electronics,Credit Card,6,431.01,2586.06,57
ORD1085,2025-12-12,East,Grocery,Credit Card,5,236.99,473.98,37
ORD1469,2025-02-16,West,Toys,Cash,7,261.82,467.53,43
ORD1225,2025-07-12,South,Clothing,Cash,2,436.41,872.82,64
ORD1376,2025-02-18,North,Clothing,Credit Card,4,71.07,284.28,43
ORD1262,2025-06-12,North,Toys,Credit Card,8,301.36,2410.88,53
ORD1331,2025-01-14,East,Toys,Credit Card,6,482.09,2892.54,19
ORD1233,2025-10-08,West,Clothing,Debit Card,8,83.83,670.64,42
ORD1076,2025-08-21,East,Furniture,Credit Card,7,478.62,3350.34,48
ORD1475,2025-02-17,East,Electronics,Debit Card,1,321.9,321.9,43
ORD1545,2025-10-30,East,Clothing,Credit Card,5,382.74,1913.7,40
ORD1421,2025-09-22,North,Furniture,Credit Card,5,152.13,760.65,31
ORD1182,2025-02-24,East,Toys,Credit Card,4,272.22,1088.88,36
ORD1332,2025-03-03,East,Toys,Cash,6,133.61,801.66,27
ORD1438,2025-07-11,North,Grocery,Cash,1,197.99,197.99,36
ORD1049,2025-06-23,South,Clothing,Cash,2,164.66,329.32,57
ORD1005,2025-11-16,North,Grocery,Credit Card,3,341.75,1025.25,26
ORD1234,2025-05-25,North,Electronics,Cash,2,381.71,763.42,20
ORD1486,2025-10-22,East,Grocery,Cash,5,240.84,1685.88,18
ORD1551,2025-12-23,North,Clothing,Cash,5,155.45,777.25,20
ORD1497,2025-06-28,North,Electronics,Credit Card,7,249.44,1746.08,50
ORD1106,2025-12-01,East,Grocery,Upi,4,275.99,1103.96,50
ORD1443,2025-03-25,North,Electronics,Debit Card,3,180.61,541.83,56
ORD1488,2025-11-09,North,Electronics,Cash,4,314.27,1257.08,69
ORD1012,2025-02-10,North,Toys,Credit Card,9,493.51,4419.98,41
ORD1190,2025-10-15,South,Electronics,Upi,5,261.82,1196.2,24
ORD1282,2025-11-12,North,Electronics,Credit Card,1,275.12,275.12,52
ORD1029,2025-02-22,West,Clothing,Cash,7,337.71,2363.97,28
ORD1169,2025-02-05,North,Electronics,Upi,2,455.76,911.52,22
ORD1180,2025-07-12,East,Toys,Debit Card,3,126.45,379.35,38
ORD1100,2025-05-25,North,Electronics,Cash,1,477.26,477.26,30
ORD1197,2025-02-08,South,Furniture,Credit Card,1,203.96,203.96,61
ORD1495,2025-05-17,East,Clothing,Debit Card,4,395.52,1582.08,32
ORD1596,2025-11-15,North,Grocery,Upi,6,372.73,2236.38,44
ORD1373,2025-02-19,East,Toys,Cash,1,294.98,294.98,62
ORD1460,2025-07-15,South,Furniture,Credit Card,1,48.66,48.66,64
ORD1413,2025-05-22,West,Furniture,Credit Card,7,261.82,2832.62,30
ORD1131,2025-12-22,North,Grocery,Cash,1,187.77,187.77,27
ORD1039,2025-04-22,South,Electronics,Credit Card,9,7.51,67.59,63
ORD1434,2025-07-08,South,Electronics,Cash,1,113.44,113.44,60
ORD1215,2025-02-09,East,Toys,Credit Card,1,439.92,439.92,36
ORD1474,2025-08-07,South,Furniture,Cash,4,404.26,1617.04,52
ORD1456,2025-12-31,South,Toys,Cash,8,488.84,3910.72,20
ORD1260,2025-02-10,South,Furniture,Credit Card,8,291.81,2334.48,43
ORD1035,2025-10-25,East,Furniture,Upi,9,260.73,2346.57,66
ORD1309,2025-10-14,East,Electronics,Upi,9,411.79,3706.11,29
ORD1276,2025-10-16,North,Grocery,Cash,5,335.15,1675.75,58
ORD1393,2025-01-26,North,Clothing,Credit Card,8,234.65,1877.2,25
ORD1107,2025-12-01,West,Clothing,Cash,1,475.01,475.01,21
ORD1577,2025-07-21,North,Clothing,Cash,5,489.58,2447.9,43
ORD1524,2025-08-29,South,Toys,Debit Card,4,118.97,475.88,50
ORD1047,2025-10-29,North,Grocery,Debit Card,1,42.3,42.3,38
ORD1203,2025-12-10,East,Toys,Upi,9,372.96,3356.64,21
ORD1021,2025-10-11,South,Clothing,Credit Card,9,261.82,514.98,45
ORD1402,2025-01-21,South,Toys,Upi,4,261.82,1994.2,48
ORD1083,2025-11-17,South,Electronics,Credit Card,7,493.07,3451.49,21
ORD1130,2025-01-20,North,Furniture,Credit Card,6,292.71,1756.26,28
ORD1286,2025-10-27,West,Grocery,Cash,2,359.17,718.34,60
ORD1123,2025-08-24,East,Clothing,Credit Card,5,184.73,923.65,43
ORD1033,2025-05-27,West,Furniture,Credit Card,1,201.8,201.8,43
ORD1516,2025-08-16,East,Electronics,Credit Card,5,392.68,3141.44,42
ORD1019,2025-08-29,West,Toys,Debit Card,5,128.4,642.0,62
ORD1567,2025-06-17,East,Toys,Credit Card,5,360.63,1803.15,23
ORD1219,2025-06-09,East,Toys,Cash,7,84.58,592.06,53
ORD1481,2025-02-06,North,Toys,Debit Card,9,384.23,3458.07,53
ORD1356,2025-07-03,East,Grocery,Credit Card,7,290.7,2034.9,42
ORD1224,2025-12-18,West,Clothing,Debit Card,1,261.82,386.64,34
ORD1092,2025-01-28,West,Toys,Credit Card,4,493.17,1972.68,34
ORD1151,2025-10-23,North,Grocery,Credit Card,5,492.5,2462.5,63
ORD1317,2025-02-18,South,Clothing,Credit Card,3,338.78,1016.34,59
ORD1448,2025-12-23,North,Electronics,Credit Card,7,261.82,2864.96,55
ORD1522,2025-12-26,West,Furniture,Cash,1,175.87,175.87,69
ORD1279,2025-11-20,South,Electronics,Cash,5,335.46,1341.84,23
ORD1349,2025-06-30,East,Furniture,Upi,1,464.4,464.4,26
ORD1374,2025-07-17,North,Grocery,Credit Card,3,470.64,1411.92,59
ORD1400,2025-04-11,West,Grocery,Credit Card,4,400.3,1601.2,63
ORD1257,2025-07-05,South,Toys,Credit Card,3,313.37,940.11,57
ORD1072,2025-12-23,North,Grocery,Credit Card,3,209.25,627.75,35
ORD1195,2025-07-29,North,Toys,Upi,2,261.82,34.16,59
ORD1483,2025-03-16,East,Grocery,Cash,5,8.01,16.02,36
ORD1137,2025-09-27,West,Grocery,Credit Card,5,261.82,2041.05,31
ORD1494,2025-11-16,North,Electronics,Cash,9,183.32,1649.88,36
ORD1550,2025-06-30,West,Toys,Credit Card,5,383.95,4419.98,23
ORD1462,2025-11-01,North,Clothing,Credit Card,6,127.22,763.32,40
ORD1312,2025-03-25,South,Clothing,Credit Card,5,413.9,2069.5,55
ORD1290,2025-06-07,North,Clothing,Credit Card,4,412.47,1649.88,47
ORD1189,2025-03-30,West,Grocery,Upi,9,472.31,4250.79,43
ORD1112,2025-10-04,North,Clothing,Debit Card,6,48.91,293.46,18
ORD1183,2025-08-15,North,Grocery,Credit Card,2,261.82,627.1,19
ORD1152,2025-07-01,East,Electronics,Credit Card,6,261.82,1570.92,43
ORD1325,2025-10-14,East,Toys,Cash,2,232.6,465.2,19
ORD1044,2025-08-14,North,Electronics,Debit Card,1,101.65,101.65,65
ORD1444,2025-09-15,East,Toys,Credit Card,2,444.58,889.16,30
ORD1006,2025-06-16,South,Furniture,Credit Card,2,195.78,391.56,43
ORD1250,2025-02-24,South,Furniture,Credit Card,8,436.56,3492.48,43
ORD1075,2025-08-05,South,Toys,Cash,3,197.65,592.95,29
ORD1512,2025-08-18,North,Furniture,Debit Card,1,263.04,263.04,29
ORD1391,2025-02-01,East,Toys,Debit Card,4,379.59,1518.36,39
ORD1432,2025-08-06,East,Grocery,Debit Card,1,227.98,227.98,62
ORD1068,2025-11-19,North,Electronics,Upi,2,24.29,48.58,67
ORD1167,2025-06-14,South,Toys,Cash,7,448.69,3140.83,24
ORD1554,2025-07-09,North,Electronics,Cash,3,94.9,284.7,65
ORD1366,2025-07-05,East,Furniture,Debit Card,8,303.73,2429.84,51
ORD1345,2025-09-18,North,Clothing,Cash,1,151.25,151.25,57
ORD1584,2025-11-22,North,Grocery,Debit Card,2,433.72,867.44,18
ORD1535,2025-06-05,South,Grocery,Credit Card,8,261.82,3240.0,57
ORD1398,2025-09-25,South,Grocery,Credit Card,3,449.11,1347.33,60
ORD1185,2025-02-11,North,Grocery,Cash,2,400.71,801.42,61
ORD1348,2025-09-23,North,Furniture,Credit Card,8,61.41,491.28,30
ORD1211,2025-02-09,North,Toys,Cash,2,207.18,414.36,32
ORD1579,2025-03-12,East,Grocery,Upi,2,244.1,488.2,33
ORD1502,2025-12-21,North,Clothing,Cash,3,188.06,4419.98,24
ORD1537,2025-12-30,North,Toys,Upi,4,148.0,592.0,44
ORD1196,2025-02-03,South,Grocery,Credit Card,2,469.84,939.68,52
ORD1175,2025-06-03,South,Toys,Credit Card,2,139.79,279.58,28
